User_ID,Recommendation_Rank,Movie_ID,Predicted_Rating,Movie_Title,Strategy_Used
782308,2,85,4.772,Elfen Lied,Personalized (SVD)
782308,3,68,4.767,Invader Zim,Personalized (SVD)
782308,4,359,4.757,Absolutely Fabulous: Series 5,Personalized (SVD)
782308,5,135,4.746,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
782308,6,209,4.742,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
782308,7,325,4.731,Ghosts of Rwanda: Frontline,Personalized (SVD)
782308,8,106,4.731,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
782308,9,33,4.717,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
782308,10,304,4.619,King of the Hill: Season 1,Personalized (SVD)
1116080,1,13,4.014,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1116080,2,33,3.935,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1116080,3,325,3.931,Ghosts of Rwanda: Frontline,Personalized (SVD)
1116080,4,106,3.886,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1116080,5,135,3.855,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1116080,6,85,3.842,Elfen Lied,Personalized (SVD)
1116080,7,215,3.837,That '70s Show: Season 1,Personalized (SVD)
1116080,8,270,3.826,Sex and the City: Season 4,Personalized (SVD)
1116080,9,209,3.825,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1116080,10,68,3.816,Invader Zim,Personalized (SVD)
421374,1,13,4.625,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
421374,2,325,4.502,Ghosts of Rwanda: Frontline,Personalized (SVD)
421374,3,135,4.501,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
421374,4,85,4.495,Elfen Lied,Personalized (SVD)
421374,5,33,4.481,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
421374,6,106,4.473,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
421374,7,209,4.446,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
421374,8,359,4.438,Absolutely Fabulous: Series 5,Personalized (SVD)
421374,9,241,4.416,North by Northwest,Personalized (SVD)
421374,10,68,4.415,Invader Zim,Personalized (SVD)
1158759,1,13,4.290,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1158759,2,325,4.211,Ghosts of Rwanda: Frontline,Personalized (SVD)
1158759,3,68,4.200,Invader Zim,Personalized (SVD)
1158759,4,33,4.187,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1158759,5,135,4.183,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1158759,6,106,4.171,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1158759,7,209,4.166,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1158759,8,85,4.148,Elfen Lied,Personalized (SVD)
1158759,9,270,4.130,Sex and the City: Season 4,Personalized (SVD)
1158759,10,304,4.122,King of the Hill: Season 1,Personalized (SVD)
1025798,1,13,4.426,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1025798,2,325,4.266,Ghosts of Rwanda: Frontline,Personalized (SVD)
1025798,3,209,4.259,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1025798,4,85,4.256,Elfen Lied,Personalized (SVD)
1025798,5,33,4.237,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1025798,6,106,4.201,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1025798,7,215,4.183,That '70s Show: Season 1,Personalized (SVD)
1025798,8,135,4.178,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1025798,9,241,4.178,North by Northwest,Personalized (SVD)
1025798,10,359,4.174,Absolutely Fabulous: Series 5,Personalized (SVD)
1215397,1,13,4.613,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1215397,2,209,4.510,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1215397,3,33,4.501,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1215397,4,325,4.491,Ghosts of Rwanda: Frontline,Personalized (SVD)
1215397,5,215,4.407,That '70s Show: Season 1,Personalized (SVD)
1215397,6,135,4.395,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1215397,7,85,4.383,Elfen Lied,Personalized (SVD)
1215397,8,304,4.352,King of the Hill: Season 1,Personalized (SVD)
1215397,9,68,4.343,Invader Zim,Personalized (SVD)
1215397,10,316,4.336,Futurama: Monster Robot Maniac Fun Collection,Personalized (SVD)
2475251,1,13,4.709,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2475251,2,33,4.645,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2475251,3,209,4.609,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
2475251,4,304,4.528,King of the Hill: Season 1,Personalized (SVD)
2475251,5,85,4.525,Elfen Lied,Personalized (SVD)
2475251,6,325,4.516,Ghosts of Rwanda: Frontline,Personalized (SVD)
2475251,7,68,4.472,Invader Zim,Personalized (SVD)
2475251,8,359,4.470,Absolutely Fabulous: Series 5,Personalized (SVD)
2475251,9,241,4.464,North by Northwest,Personalized (SVD)
2475251,10,106,4.457,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
321111,1,13,4.044,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
321111,2,33,3.911,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
321111,3,68,3.910,Invader Zim,Personalized (SVD)
321111,4,325,3.896,Ghosts of Rwanda: Frontline,Personalized (SVD)
321111,5,209,3.857,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
321111,6,135,3.831,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
321111,7,106,3.819,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
321111,8,85,3.809,Elfen Lied,Personalized (SVD)
321111,9,215,3.800,That '70s Show: Season 1,Personalized (SVD)
321111,10,167,3.794,The Chorus,Personalized (SVD)
2162676,1,13,4.147,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2162676,2,209,4.070,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
2162676,3,325,4.068,Ghosts of Rwanda: Frontline,Personalized (SVD)
2162676,4,68,4.061,Invader Zim,Personalized (SVD)
2162676,5,85,3.979,Elfen Lied,Personalized (SVD)
2162676,6,241,3.955,North by Northwest,Personalized (SVD)
2162676,7,167,3.939,The Chorus,Personalized (SVD)
2162676,8,106,3.938,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2162676,9,270,3.937,Sex and the City: Season 4,Personalized (SVD)
2162676,10,135,3.933,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2635437,1,13,4.809,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2635437,2,135,4.733,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2635437,3,68,4.662,Invader Zim,Personalized (SVD)
2635437,4,106,4.649,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2635437,5,325,4.623,Ghosts of Rwanda: Frontline,Personalized (SVD)
2635437,6,85,4.622,Elfen Lied,Personalized (SVD)
2635437,7,359,4.593,Absolutely Fabulous: Series 5,Personalized (SVD)
2635437,8,33,4.576,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2635437,9,241,4.547,North by Northwest,Personalized (SVD)
2635437,10,76,4.526,I Love Lucy: Season 2,Personalized (SVD)
2389367,1,13,4.204,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2389367,2,325,4.113,Ghosts of Rwanda: Frontline,Personalized (SVD)
2389367,3,135,4.058,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2389367,4,106,4.051,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2389367,5,33,4.028,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2389367,6,85,4.013,Elfen Lied,Personalized (SVD)
2389367,7,215,4.012,That '70s Show: Season 1,Personalized (SVD)
2389367,8,167,3.995,The Chorus,Personalized (SVD)
2389367,9,68,3.991,Invader Zim,Personalized (SVD)
2389367,10,242,3.914,Neon Genesis Evangelion: The End of Evangelion,Personalized (SVD)
485622,1,13,4.560,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
485622,2,325,4.478,Ghosts of Rwanda: Frontline,Personalized (SVD)
485622,3,33,4.426,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
485622,4,106,4.395,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
485622,5,68,4.390,Invader Zim,Personalized (SVD)
485622,6,209,4.381,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
485622,7,135,4.377,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
485622,8,215,4.359,That '70s Show: Season 1,Personalized (SVD)
485622,9,85,4.358,Elfen Lied,Personalized (SVD)
485622,10,167,4.336,The Chorus,Personalized (SVD)
235553,1,13,4.309,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
235553,2,209,4.265,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
235553,3,325,4.205,Ghosts of Rwanda: Frontline,Personalized (SVD)
235553,4,68,4.197,Invader Zim,Personalized (SVD)
235553,5,33,4.191,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
235553,6,85,4.133,Elfen Lied,Personalized (SVD)
235553,7,106,4.131,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
235553,8,135,4.108,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
235553,9,270,4.105,Sex and the City: Season 4,Personalized (SVD)
235553,10,316,4.074,Futurama: Monster Robot Maniac Fun Collection,Personalized (SVD)
831869,1,13,4.499,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
831869,2,33,4.347,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
831869,3,325,4.298,Ghosts of Rwanda: Frontline,Personalized (SVD)
831869,4,85,4.292,Elfen Lied,Personalized (SVD)
831869,5,68,4.281,Invader Zim,Personalized (SVD)
831869,6,106,4.267,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
831869,7,241,4.240,North by Northwest,Personalized (SVD)
831869,8,167,4.232,The Chorus,Personalized (SVD)
831869,9,135,4.231,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
831869,10,270,4.223,Sex and the City: Season 4,Personalized (SVD)
99400,1,13,5.000,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
99400,2,33,5.000,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
99400,3,68,5.000,Invader Zim,Personalized (SVD)
99400,4,76,5.000,I Love Lucy: Season 2,Personalized (SVD)
99400,5,85,5.000,Elfen Lied,Personalized (SVD)
99400,6,106,5.000,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
99400,7,135,5.000,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
99400,8,167,5.000,The Chorus,Personalized (SVD)
99400,9,209,5.000,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
99400,10,215,5.000,That '70s Show: Season 1,Personalized (SVD)
684876,1,13,3.919,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
684876,2,33,3.845,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
684876,3,325,3.800,Ghosts of Rwanda: Frontline,Personalized (SVD)
684876,4,106,3.785,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
684876,5,85,3.765,Elfen Lied,Personalized (SVD)
684876,6,68,3.755,Invader Zim,Personalized (SVD)
684876,7,135,3.748,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
684876,8,167,3.709,The Chorus,Personalized (SVD)
684876,9,215,3.699,That '70s Show: Season 1,Personalized (SVD)
684876,10,223,3.653,Chappelle's Show: Season 1,Personalized (SVD)
1871179,1,13,4.390,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1871179,2,325,4.297,Ghosts of Rwanda: Frontline,Personalized (SVD)
1871179,3,304,4.272,King of the Hill: Season 1,Personalized (SVD)
1871179,4,33,4.224,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1871179,5,215,4.212,That '70s Show: Season 1,Personalized (SVD)
1871179,6,209,4.210,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1871179,7,270,4.193,Sex and the City: Season 4,Personalized (SVD)
1871179,8,241,4.180,North by Northwest,Personalized (SVD)
1871179,9,167,4.177,The Chorus,Personalized (SVD)
1871179,10,106,4.175,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1107678,1,13,4.538,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1107678,2,33,4.446,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1107678,3,325,4.429,Ghosts of Rwanda: Frontline,Personalized (SVD)
1107678,4,85,4.421,Elfen Lied,Personalized (SVD)
1107678,5,106,4.383,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1107678,6,68,4.375,Invader Zim,Personalized (SVD)
1107678,7,215,4.367,That '70s Show: Season 1,Personalized (SVD)
1107678,8,241,4.330,North by Northwest,Personalized (SVD)
1107678,9,270,4.322,Sex and the City: Season 4,Personalized (SVD)
1107678,10,135,4.309,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
642036,1,13,4.312,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
642036,2,209,4.222,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
642036,3,33,4.210,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
642036,4,68,4.210,Invader Zim,Personalized (SVD)
642036,5,325,4.196,Ghosts of Rwanda: Frontline,Personalized (SVD)
642036,6,85,4.141,Elfen Lied,Personalized (SVD)
642036,7,106,4.114,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
642036,8,241,4.105,North by Northwest,Personalized (SVD)
642036,9,135,4.094,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
642036,10,215,4.092,That '70s Show: Season 1,Personalized (SVD)
700890,1,13,4.607,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
700890,2,33,4.571,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
700890,3,68,4.504,Invader Zim,Personalized (SVD)
700890,4,106,4.487,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
700890,5,325,4.476,Ghosts of Rwanda: Frontline,Personalized (SVD)
700890,6,215,4.472,That '70s Show: Season 1,Personalized (SVD)
700890,7,85,4.464,Elfen Lied,Personalized (SVD)
700890,8,270,4.459,Sex and the City: Season 4,Personalized (SVD)
700890,9,167,4.435,The Chorus,Personalized (SVD)
700890,10,241,4.416,North by Northwest,Personalized (SVD)
2289956,1,13,4.665,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2289956,2,33,4.575,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2289956,3,85,4.514,Elfen Lied,Personalized (SVD)
2289956,4,325,4.501,Ghosts of Rwanda: Frontline,Personalized (SVD)
2289956,5,106,4.498,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2289956,6,209,4.446,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
2289956,7,135,4.434,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2289956,8,68,4.426,Invader Zim,Personalized (SVD)
2289956,9,215,4.416,That '70s Show: Season 1,Personalized (SVD)
2289956,10,167,4.385,The Chorus,Personalized (SVD)
2040859,1,13,2.430,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2040859,2,68,2.373,Invader Zim,Personalized (SVD)
2040859,3,325,2.359,Ghosts of Rwanda: Frontline,Personalized (SVD)
2040859,4,85,2.312,Elfen Lied,Personalized (SVD)
2040859,5,241,2.305,North by Northwest,Personalized (SVD)
2040859,6,135,2.265,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2040859,7,167,2.231,The Chorus,Personalized (SVD)
2040859,8,37,2.184,Zatoichi's Conspiracy,Personalized (SVD)
2040859,9,316,2.184,Futurama: Monster Robot Maniac Fun Collection,Personalized (SVD)
2040859,10,242,2.171,Neon Genesis Evangelion: The End of Evangelion,Personalized (SVD)
1524964,1,13,3.920,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1524964,2,325,3.809,Ghosts of Rwanda: Frontline,Personalized (SVD)
1524964,3,106,3.736,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1524964,4,135,3.731,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1524964,5,209,3.709,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1524964,6,359,3.699,Absolutely Fabulous: Series 5,Personalized (SVD)
1524964,7,241,3.691,North by Northwest,Personalized (SVD)
1524964,8,85,3.691,Elfen Lied,Personalized (SVD)
1524964,9,76,3.680,I Love Lucy: Season 2,Personalized (SVD)
1524964,10,167,3.677,The Chorus,Personalized (SVD)
121318,1,13,4.596,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
121318,2,325,4.549,Ghosts of Rwanda: Frontline,Personalized (SVD)
121318,3,359,4.484,Absolutely Fabulous: Series 5,Personalized (SVD)
121318,4,304,4.475,King of the Hill: Season 1,Personalized (SVD)
121318,5,209,4.469,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
121318,6,270,4.422,Sex and the City: Season 4,Personalized (SVD)
121318,7,68,4.421,Invader Zim,Personalized (SVD)
121318,8,106,4.411,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
121318,9,135,4.393,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
121318,10,241,4.377,North by Northwest,Personalized (SVD)
317050,1,68,4.544,Invader Zim,Personalized (SVD)
317050,2,13,4.465,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
317050,3,325,4.443,Ghosts of Rwanda: Frontline,Personalized (SVD)
317050,4,33,4.386,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
317050,5,209,4.379,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
317050,6,106,4.373,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
317050,7,85,4.319,Elfen Lied,Personalized (SVD)
317050,8,135,4.318,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
317050,9,270,4.278,Sex and the City: Season 4,Personalized (SVD)
317050,10,241,4.267,North by Northwest,Personalized (SVD)
2287003,1,13,4.518,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2287003,2,325,4.492,Ghosts of Rwanda: Frontline,Personalized (SVD)
2287003,3,68,4.473,Invader Zim,Personalized (SVD)
2287003,4,209,4.439,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
2287003,5,304,4.390,King of the Hill: Season 1,Personalized (SVD)
2287003,6,33,4.377,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2287003,7,106,4.363,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2287003,8,215,4.351,That '70s Show: Season 1,Personalized (SVD)
2287003,9,135,4.346,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2287003,10,241,4.326,North by Northwest,Personalized (SVD)
59052,1,13,4.043,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
59052,2,325,3.929,Ghosts of Rwanda: Frontline,Personalized (SVD)
59052,3,209,3.869,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
59052,4,215,3.869,That '70s Show: Season 1,Personalized (SVD)
59052,5,106,3.866,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
59052,6,167,3.857,The Chorus,Personalized (SVD)
59052,7,85,3.851,Elfen Lied,Personalized (SVD)
59052,8,241,3.842,North by Northwest,Personalized (SVD)
59052,9,33,3.838,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
59052,10,68,3.834,Invader Zim,Personalized (SVD)
893742,1,13,4.552,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
893742,2,33,4.526,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
893742,3,325,4.468,Ghosts of Rwanda: Frontline,Personalized (SVD)
893742,4,68,4.418,Invader Zim,Personalized (SVD)
893742,5,209,4.404,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
893742,6,304,4.376,King of the Hill: Season 1,Personalized (SVD)
893742,7,135,4.349,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
893742,8,215,4.329,That '70s Show: Season 1,Personalized (SVD)
893742,9,85,4.328,Elfen Lied,Personalized (SVD)
893742,10,106,4.323,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1346257,1,13,4.546,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1346257,2,33,4.445,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1346257,3,325,4.443,Ghosts of Rwanda: Frontline,Personalized (SVD)
1346257,4,68,4.382,Invader Zim,Personalized (SVD)
1346257,5,85,4.358,Elfen Lied,Personalized (SVD)
1346257,6,215,4.356,That '70s Show: Season 1,Personalized (SVD)
1346257,7,106,4.321,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1346257,8,241,4.318,North by Northwest,Personalized (SVD)
1346257,9,304,4.293,King of the Hill: Season 1,Personalized (SVD)
1346257,10,359,4.286,Absolutely Fabulous: Series 5,Personalized (SVD)
55016,1,13,4.452,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
55016,2,33,4.367,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
55016,3,325,4.358,Ghosts of Rwanda: Frontline,Personalized (SVD)
55016,4,209,4.321,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
55016,5,215,4.302,That '70s Show: Season 1,Personalized (SVD)
55016,6,135,4.279,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
55016,7,106,4.274,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
55016,8,85,4.268,Elfen Lied,Personalized (SVD)
55016,9,68,4.249,Invader Zim,Personalized (SVD)
55016,10,304,4.242,King of the Hill: Season 1,Personalized (SVD)
30245,1,13,4.433,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
30245,2,106,4.345,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
30245,3,215,4.260,That '70s Show: Season 1,Personalized (SVD)
30245,4,241,4.260,North by Northwest,Personalized (SVD)
30245,5,270,4.249,Sex and the City: Season 4,Personalized (SVD)
30245,6,68,4.245,Invader Zim,Personalized (SVD)
30245,7,167,4.243,The Chorus,Personalized (SVD)
30245,8,85,4.226,Elfen Lied,Personalized (SVD)
30245,9,135,4.222,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
30245,10,33,4.219,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
743633,1,13,5.000,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
743633,2,33,5.000,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
743633,3,68,5.000,Invader Zim,Personalized (SVD)
743633,4,85,5.000,Elfen Lied,Personalized (SVD)
743633,5,106,5.000,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
743633,6,135,5.000,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
743633,7,209,5.000,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
743633,8,325,5.000,Ghosts of Rwanda: Frontline,Personalized (SVD)
743633,9,215,4.984,That '70s Show: Season 1,Personalized (SVD)
743633,10,241,4.977,North by Northwest,Personalized (SVD)
1596531,1,13,4.937,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1596531,2,325,4.823,Ghosts of Rwanda: Frontline,Personalized (SVD)
1596531,3,135,4.784,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1596531,4,106,4.740,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1596531,5,76,4.739,I Love Lucy: Season 2,Personalized (SVD)
1596531,6,241,4.723,North by Northwest,Personalized (SVD)
1596531,7,209,4.722,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1596531,8,215,4.713,That '70s Show: Season 1,Personalized (SVD)
1596531,9,85,4.713,Elfen Lied,Personalized (SVD)
1596531,10,167,4.713,The Chorus,Personalized (SVD)
1125499,1,13,4.380,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1125499,2,68,4.337,Invader Zim,Personalized (SVD)
1125499,3,209,4.332,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1125499,4,325,4.326,Ghosts of Rwanda: Frontline,Personalized (SVD)
1125499,5,33,4.265,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1125499,6,85,4.239,Elfen Lied,Personalized (SVD)
1125499,7,359,4.224,Absolutely Fabulous: Series 5,Personalized (SVD)
1125499,8,106,4.224,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1125499,9,241,4.194,North by Northwest,Personalized (SVD)
1125499,10,135,4.188,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
706832,1,33,4.433,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
706832,2,13,4.414,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
706832,3,325,4.384,Ghosts of Rwanda: Frontline,Personalized (SVD)
706832,4,135,4.265,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
706832,5,85,4.255,Elfen Lied,Personalized (SVD)
706832,6,106,4.251,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
706832,7,359,4.228,Absolutely Fabulous: Series 5,Personalized (SVD)
706832,8,76,4.206,I Love Lucy: Season 2,Personalized (SVD)
706832,9,167,4.190,The Chorus,Personalized (SVD)
706832,10,263,4.157,Dragon Ball: Tournament Saga,Personalized (SVD)
2465337,1,13,4.248,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2465337,2,325,4.160,Ghosts of Rwanda: Frontline,Personalized (SVD)
2465337,3,68,4.110,Invader Zim,Personalized (SVD)
2465337,4,33,4.092,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2465337,5,106,4.082,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2465337,6,135,4.046,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2465337,7,85,4.038,Elfen Lied,Personalized (SVD)
2465337,8,359,4.036,Absolutely Fabulous: Series 5,Personalized (SVD)
